Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1999-05-25 00:00:00-04:00,43.62719706233393,44.26293035285974,42.064352723124635,42.24977493286133,17771200,0.0,0.0,0.0
1999-05-26 00:00:00-04:00,42.806027741939715,43.60069409853513,41.48158381428069,43.42851638793945,26772000,0.0,0.0,0.0
1999-05-27 00:00:00-04:00,43.256357125455786,44.01791270865043,42.70009043860057,43.38880157470703,23334800,0.0,0.0,0.0
1999-05-28 00:00:00-04:00,43.653688979506846,44.34240009204761,43.09742231168546,44.104000091552734,12969800,0.0,0.0,0.0
1999-06-01 00:00:00-04:00,44.02451949154715,44.236430536031136,42.88549762744575,43.123897552490234,6960200,0.0,0.0,0.0
1999-06-02 00:00:00-04:00,43.09743011483826,44.07751918321504,42.01800769493681,43.85236358642578,11996600,0.0,0.0,0.0
1999-06-03 00:00:00-04:00,44.18346991258509,44.18346991258509,42.96498093418046,43.2298698425293,11147800,0.0,0.0,0.0
1999-06-04 00:00:00-04:00,43.54773582431281,44.70662477949145,43.54773582431281,44.55431365966797,12987200,0.0,0.0,0.0
1999-06-07 00:00:00-04:00,44.86554822882873,45.7661703039757,44.76621491171693,45.481414794921875,11491800,0.0,0.0,0.0
1999-06-08 00:00:00-04:00,45.5873695200347,45.79928059276002,44.110614231980115,44.34239196777344,8134800,0.0,0.0,0.0
1999-06-09 00:00:00-04:00,44.50132430510291,45.20990193912761,44.47483542158797,45.08407974243164,8384400,0.0,0.0,0.0
1999-06-10 00:00:00-04:00,44.60728017004957,44.872169007163876,44.031146949325944,44.56754684448242,9392400,0.0,0.0,0.0
1999-06-11 00:00:00-04:00,44.872159254572516,44.91851479099253,43.49473760094928,43.89207077026367,16567600,0.0,0.0,0.0
1999-06-14 00:00:00-04:00,44.051003601740604,44.051003601740604,42.964959616369974,43.064292907714844,14136800,0.0,0.0,0.0
1999-06-15 00:00:00-04:00,43.17026505903764,43.964931696111506,43.044442841500945,43.7066650390625,9147800,0.0,0.0,0.0
1999-06-16 00:00:00-04:00,44.792706535879205,45.951595306396484,44.7397287635127,45.951595306396484,15060200,0.0,0.0,0.0
1999-06-17 00:00:00-04:00,45.34897640493604,46.67342080928581,45.34897640493604,46.461509704589844,16278200,0.0,0.0,0.0
1999-06-18 00:00:00-04:00,46.03766407355007,46.80584143726293,45.9581974497177,46.673397064208984,5392800,0.0,0.0,0.0
1999-06-21 00:00:00-04:00,46.9913019647216,48.097213383564394,46.91183527594247,48.07072448730469,10565200,0.0,0.0,0.0
1999-06-22 00:00:00-04:00,47.785952472686766,48.39519687782634,46.62044143676758,46.62044143676758,10862800,0.0,0.0,0.0
1999-06-23 00:00:00-04:00,46.62707378540551,47.46809613602993,46.32907373990867,47.35551834106445,9607000,0.0,0.0,0.0
1999-06-24 00:00:00-04:00,47.335634570911616,47.362123454275306,46.196612586273005,46.41514587402344,14988800,0.0,0.0,0.0
1999-06-25 00:00:00-04:00,46.726404785156255,47.09724926757813,45.931738037109376,46.355560302734375,8635600,0.0,0.0,0.0
1999-06-28 00:00:00-04:00,46.75289361662549,47.521071472082795,46.36880468889684,47.45484924316406,7666200,0.0,0.0,0.0
1999-06-29 00:00:00-04:00,47.415105949939615,48.289239188122856,47.17670597588964,48.103816986083984,9000400,0.0,0.0,0.0
1999-06-30 00:00:00-04:00,48.15017527820232,50.805686251460344,47.580664196655704,48.84550857543945,19467600,0.0,0.0,0.0
1999-07-01 00:00:00-04:00,49.00444651304985,49.45475764316977,48.156802032824125,49.1766242980957,6822600,0.0,0.0,0.0
1999-07-02 00:00:00-04:00,49.16336579018451,49.85207673336597,49.16336579018451,49.79909896850586,3302000,0.0,0.0,0.0
1999-07-06 00:00:00-04:00,50.06397937554109,50.56726805709415,49.216335280293826,49.481224060058594,8794800,0.0,0.0,0.0
1999-07-07 00:00:00-04:00,49.45474393223773,49.772610524196416,49.110388457615834,49.560699462890625,10520000,0.0,0.0,0.0
1999-07-08 00:00:00-04:00,49.560716246753806,50.428227447759255,49.32231622205002,50.222938537597656,11225000,0.0,0.0,0.0
1999-07-09 00:00:00-04:00,50.4083449480739,50.77918931448117,50.03750058166663,50.72621154785156,4206800,0.0,0.0,0.0
1999-07-12 00:00:00-04:00,50.91164149887605,51.17653037243941,50.16995265289867,50.46133041381836,7816200,0.0,0.0,0.0
1999-07-13 00:00:00-04:00,50.222938537597656,50.408360779033934,49.825605163091346,50.222938537597656,6230000,0.0,0.0,0.0
1999-07-14 00:00:00-04:00,50.72620132191086,51.176512247483956,50.01100161658887,51.077178955078125,6909400,0.0,0.0,0.0
1999-07-15 00:00:00-04:00,51.25598937854983,51.547367095947266,50.97123388200233,51.547367095947266,6539800,0.0,0.0,0.0
1999-07-16 00:00:00-04:00,51.57386266044104,52.315551491716,51.5539959953176,52.024173736572266,4913800,0.0,0.0,0.0
1999-07-19 00:00:00-04:00,52.236069565447266,52.236069565447266,51.28909213798036,51.494380950927734,6833000,0.0,0.0,0.0
1999-07-20 00:00:00-04:00,50.865272243881435,50.938116664488476,49.37527273146465,49.50771713256836,14837400,0.0,0.0,0.0
1999-07-21 00:00:00-04:00,49.61367984727041,50.176568633578206,49.216346586347264,49.746124267578125,10980400,0.0,0.0,0.0
1999-07-22 00:00:00-04:00,49.74612161224453,49.74612161224453,48.34221083192027,48.48127746582031,15148400,0.0,0.0,0.0
1999-07-23 00:00:00-04:00,48.84550064011994,49.05078948500113,48.05083414380562,48.55412292480469,12115000,0.0,0.0,0.0
1999-07-26 00:00:00-04:00,47.89192237256624,48.42170027491764,47.28267778486214,47.362144470214844,10720000,0.0,0.0,0.0
1999-07-27 00:00:00-04:00,48.31575012207031,49.05743926868104,47.905172201625085,48.31575012207031,13732800,0.0,0.0,0.0
1999-07-28 00:00:00-04:00,48.89848078007114,49.534214007981056,48.269369773285284,49.26270294189453,10161800,0.0,0.0,0.0
1999-07-29 00:00:00-04:00,48.34222610180194,48.73955946702223,47.732981608464165,48.209781646728516,13033800,0.0,0.0,0.0
1999-07-30 00:00:00-04:00,48.42170869520788,48.951486689685,47.89855292566174,47.971397399902344,10947400,0.0,0.0,0.0
1999-08-02 00:00:00-04:00,48.05083547953355,49.00443530161912,47.65350222033124,47.838924407958984,9642400,0.0,0.0,0.0
1999-08-03 00:00:00-04:00,48.494523695655666,48.5011459165618,46.83234624821478,47.527679443359375,13005000,0.0,0.0,0.0
1999-08-04 00:00:00-04:00,47.52767094297749,47.88527080795182,46.62704906081991,46.66678237915039,13227600,0.0,0.0,0.0
1999-08-05 00:00:00-04:00,46.6734150442802,47.40848159790039,45.560881882044235,47.40848159790039,18695200,0.0,0.0,0.0
1999-08-06 00:00:00-04:00,47.07075259605393,47.94488587442746,46.567463738808556,46.89857482910156,12392200,0.0,0.0,0.0
1999-08-09 00:00:00-04:00,47.070755659672784,47.203200104410186,46.2032445466428,46.295955657958984,7983400,0.0,0.0,0.0
1999-08-10 00:00:00-04:00,46.17013526678636,46.507868614262854,44.8721796568767,45.87875747680664,16767200,0.0,0.0,0.0
1999-08-11 00:00:00-04:00,46.69991493118483,47.46809277179989,45.99795931820899,47.38862609863281,13101400,0.0,0.0,0.0
1999-08-12 00:00:00-04:00,47.57403276193196,47.89189935054175,46.72638852563918,46.83234405517578,12715000,0.0,0.0,0.0
1999-08-13 00:00:00-04:00,47.81243486068436,48.92496797101607,47.73296820994638,48.87199020385742,14342600,0.0,0.0,0.0
1999-08-16 00:00:00-04:00,48.84550301107865,49.428258469996074,48.527636397123686,49.26270294189453,11470600,0.0,0.0,0.0
1999-08-17 00:00:00-04:00,49.693139294113564,49.74611705455505,48.6070952050631,49.50771713256836,11408400,0.0,0.0,0.0
1999-08-18 00:00:00-04:00,49.2693245875371,49.8785689238346,48.766035787986986,48.95145797729492,7035200,0.0,0.0,0.0
1999-08-19 00:00:00-04:00,48.50113105356106,48.84548643515379,48.057442388816575,48.36868667602539,10157800,0.0,0.0,0.0
1999-08-20 00:00:00-04:00,48.42169038921675,49.13689041137695,48.15680149212037,49.13689041137695,6920800,0.0,0.0,0.0
1999-08-23 00:00:00-04:00,49.58719666101342,50.699729919433594,49.474618890816146,50.699729919433594,9652000,0.0,0.0,0.0
1999-08-24 00:00:00-04:00,50.328875206639005,51.60034152764883,50.22954190031011,51.04407501220703,13891400,0.0,0.0,0.0
1999-08-25 00:00:00-04:00,51.36193047694074,52.34201888727948,50.80566408188363,52.13010787963867,11352000,0.0,0.0,0.0
1999-08-26 00:00:00-04:00,52.13013783395637,52.315560072186905,51.18315997442185,51.26262664794922,9753000,0.0,0.0,0.0
1999-08-27 00:00:00-04:00,51.64670450602792,51.65332672740323,50.62026019285517,50.75270462036133,9635400,0.0,0.0,0.0
1999-08-30 00:00:00-04:00,50.96463654873042,51.12356992674101,49.90508069532646,50.03752517700195,10141600,0.0,0.0,0.0
1999-08-31 00:00:00-04:00,50.38185040139403,50.91162800813845,49.26931742723076,50.5937614440918,14590400,0.0,0.0,0.0
1999-09-01 00:00:00-04:00,50.91162938247492,51.38842924141589,50.593762809847604,50.957984924316406,10752000,0.0,0.0,0.0
1999-09-02 00:00:00-04:00,50.01102370698438,51.04409040432145,49.90506814828314,50.77920150756836,14583200,0.0,0.0,0.0
1999-09-03 00:00:00-04:00,52.23609603919888,53.130096161573604,52.05067379159523,53.1102294921875,14195400,0.0,0.0,0.0
1999-09-07 00:00:00-04:00,53.00426680196024,53.53404458109028,52.79235569030823,52.871822357177734,9009000,0.0,0.0,0.0
1999-09-08 00:00:00-04:00,52.55393412344464,53.083711685172915,51.73277890276582,52.15660095214844,14303400,0.0,0.0,0.0
1999-09-09 00:00:00-04:00,52.183107845056156,53.03075223644793,51.91821897274623,52.89830780029297,12677600,0.0,0.0,0.0
1999-09-10 00:00:00-04:00,53.61350865128017,54.0307086321387,53.00426423478835,53.50755310058594,10251000,0.0,0.0,0.0
1999-09-13 00:00:00-04:00,53.45457010652642,53.56052564687632,52.58043689863971,52.86519241333008,7240800,0.0,0.0,0.0
1999-09-14 00:00:00-04:00,52.65990383651465,53.5274148277852,52.553948295596115,53.15657043457031,10022600,0.0,0.0,0.0
1999-09-15 00:00:00-04:00,53.81877372177636,53.81877372177636,52.07713012772847,52.13010787963867,16096000,0.0,0.0,0.0
1999-09-16 00:00:00-04:00,52.103660583496094,52.58046073118442,51.024238026923925,52.103660583496094,15371000,0.0,0.0,0.0
1999-09-17 00:00:00-04:00,52.58045542040088,53.77245566922609,52.50098873714587,53.666500091552734,14506400,0.0,0.0,0.0
1999-09-20 00:00:00-04:00,53.82540464888473,54.03731569080947,53.42807144527583,53.792293548583984,6187200,0.0,0.0,0.0
1999-09-21 00:00:00-04:00,53.32212435032357,53.428079888029124,52.348657847653726,52.50096893310547,12265800,0.0,0.0,0.0
1999-09-22 00:00:00-04:00,52.58043201577944,53.33536517066594,51.944698832717116,53.05723190307617,12441800,0.0,0.0,0.0
1999-09-23 00:00:00-04:00,53.61351386706034,53.71946942806244,50.5474248205622,50.85866928100586,19766000,0.0,0.0,0.0
1999-09-24 00:00:00-04:00,50.54080729589971,51.1235629355799,49.693162729092165,50.924896240234375,23570800,0.0,0.0,0.0
1999-09-27 00:00:00-04:00,51.653334227475256,52.024178678339176,51.12355644052679,51.28248977661133,12608800,0.0,0.0,0.0
1999-09-28 00:00:00-04:00,51.02421883384489,51.70630767743814,49.93155223973919,51.5208854675293,20622000,0.0,0.0,0.0
1999-09-29 00:00:00-04:00,51.52088628610809,51.891730711817864,50.48781967163086,50.48781967163086,15557000,0.0,0.0,0.0
1999-09-30 00:00:00-04:00,50.9646156128817,51.547371092862676,50.328882361993365,51.01759338378906,17604200,0.0,0.0,0.0
1999-10-01 00:00:00-04:00,50.32886759044132,51.037445068359375,49.79909003685773,51.037445068359375,19607400,0.0,0.0,0.0
1999-10-04 00:00:00-04:00,51.30897222993338,52.36852767092323,51.01759448366117,52.18310546875,12434200,0.0,0.0,0.0
1999-10-05 00:00:00-04:00,52.36851765263465,53.189672962311775,51.441406819128225,52.55393981933594,19526400,0.0,0.0,0.0
1999-10-06 00:00:00-04:00,52.87180611585084,53.68633920105245,52.07051747105901,53.60687255859375,19098200,0.0,0.0,0.0
1999-10-07 00:00:00-04:00,53.9048783527618,54.16314496894825,53.083722957707444,53.481056213378906,22013600,0.0,0.0,0.0
1999-10-08 00:00:00-04:00,53.26915297936523,54.19626404563961,52.55395301395356,54.04395294189453,22523200,0.0,0.0,0.0
1999-10-11 00:00:00-04:00,54.19626325383285,54.831996547132945,54.06381881772867,54.80550765991211,13016000,0.0,0.0,0.0
1999-10-12 00:00:00-04:00,54.62009102795881,55.057157711742185,53.40160209135061,53.5605354309082,20182800,0.0,0.0,0.0
1999-10-13 00:00:00-04:00,52.9512723598033,53.587005494688384,51.75927273189377,51.97118377685547,22570600,0.0,0.0,0.0
1999-10-14 00:00:00-04:00,52.156614354068275,52.65990316703287,51.308970037496316,52.29568099975586,22130400,0.0,0.0,0.0
1999-10-15 00:00:00-04:00,50.96461570437119,51.7063044984057,50.44146021572185,50.75270462036133,33703000,0.0,0.0,0.0
1999-10-18 00:00:00-04:00,50.80567710516521,50.99109928438114,48.66669982349572,50.11034393310547,24714800,0.0,0.0,0.0
1999-10-19 00:00:00-04:00,50.653362224029316,50.91162881139199,49.53420701212436,50.38185119628906,26657200,0.0,0.0,0.0
1999-10-20 00:00:00-04:00,51.15005028393804,52.335428197043285,50.64676133759168,51.91822814941406,22486400,0.0,0.0,0.0
1999-10-21 00:00:00-04:00,51.070576480114795,52.765865325927734,50.699732045093214,52.765865325927734,22454800,0.0,0.0,0.0
1999-10-22 00:00:00-04:00,53.07709098283053,53.6134907794131,52.34202459492109,52.52744674682617,16589400,0.0,0.0,0.0
1999-10-25 00:00:00-04:00,52.28905100976267,53.13007298015779,52.07713996210406,52.55393981933594,13855400,0.0,0.0,0.0
1999-10-26 00:00:00-04:00,53.18966291784271,53.48104055334882,52.02415237581827,52.13010787963867,13542400,0.0,0.0,0.0
1999-10-27 00:00:00-04:00,51.997689031159304,52.23608903181159,51.23613347352006,52.05066680908203,15225200,0.0,0.0,0.0
1999-10-28 00:00:00-04:00,52.87181703011156,54.03732802676732,52.395017076934195,53.851905822753906,14103800,0.0,0.0,0.0
1999-10-29 00:00:00-04:00,55.096875614993024,56.15643091528135,54.91145343744257,55.732608795166016,19000000,0.0,0.0,0.0
1999-11-01 00:00:00-05:00,55.732608479856594,56.39483053879025,55.368386347443085,55.44123077392578,9681800,0.0,0.0,0.0
1999-11-02 00:00:00-05:00,55.73260511890351,56.42131601866182,55.26242748541466,55.47433853149414,12834800,0.0,0.0,0.0
1999-11-03 00:00:00-05:00,56.26238321454338,56.89811635821054,56.10344992862659,56.58024978637695,18752600,0.0,0.0,0.0
1999-11-04 00:00:00-05:00,57.36828393936157,57.48086166381836,56.60672874450683,57.215972900390625,20048600,0.0,0.0,0.0
1999-11-05 00:00:00-05:00,58.38151120221691,58.67288898044939,57.79875564575195,57.79875564575195,15134600,0.0,0.0,0.0
1999-11-08 00:00:00-05:00,58.010663960500544,59.169552795327895,57.82524174692817,58.964263916015625,10890800,0.0,0.0,0.0
1999-11-09 00:00:00-05:00,59.44105438687908,59.54700992054553,58.06363244921521,58.56692123413086,14629800,0.0,0.0,0.0
1999-11-10 00:00:00-05:00,58.59340577125549,59.83838319948741,58.32851695673806,59.3350944519043,16561000,0.0,0.0,0.0
1999-11-11 00:00:00-05:00,59.9708311917489,60.47411996941817,59.4410535310444,60.3946533203125,18501400,0.0,0.0,0.0
1999-11-12 00:00:00-05:00,60.71252728747083,61.24230501249239,58.80532747739321,61.189327239990234,28646600,0.0,0.0,0.0
1999-11-15 00:00:00-05:00,61.2422842084909,61.45419522651336,60.76548441794037,61.070106506347656,10909400,0.0,0.0,0.0
1999-11-16 00:00:00-05:00,61.29528375486835,62.91110584175123,61.03039488816624,62.619728088378906,19126400,0.0,0.0,0.0
1999-11-17 00:00:00-05:00,62.61971218181106,62.89122320121189,61.45420146438311,61.77206802368164,21683600,0.0,0.0,0.0
1999-11-18 00:00:00-05:00,62.195882957145834,63.66601562500001,61.82503868057,63.666015625,17738400,0.0,0.0,0.0
1999-11-19 00:00:00-05:00,63.38789049915432,64.34149018907056,63.149490576675255,64.23553466796875,17939400,0.0,0.0,0.0
1999-11-22 00:00:00-05:00,64.36794544584188,65.69238876777278,63.25541305541992,63.25541305541992,18841800,0.0,0.0,0.0
1999-11-23 00:00:00-05:00,64.7918144820779,64.84479225352686,62.937592481364305,63.546836853027344,24047600,0.0,0.0,0.0
1999-11-24 00:00:00-05:00,63.732295001678835,65.89776263109997,63.070072485036285,65.63949584960938,18617800,0.0,0.0,0.0
1999-11-26 00:00:00-05:00,66.46060075399286,66.77846731798168,65.58646770302366,65.85135650634766,8045200,0.0,0.0,0.0
1999-11-29 00:00:00-05:00,65.71892736704072,66.27519398320672,64.685860794161,64.76532745361328,20485200,0.0,0.0,0.0
1999-11-30 00:00:00-05:00,64.89775975545247,65.00371528158382,62.301849365234375,62.301849365234375,23702400,0.0,0.0,0.0
1999-12-01 00:00:00-05:00,62.9905604006497,63.97064901916275,62.51376053218389,63.65278244018555,23205800,0.0,0.0,0.0
1999-12-02 00:00:00-05:00,63.89117688287395,65.79837619281048,63.85144356391694,65.67255401611328,17229200,0.0,0.0,0.0
1999-12-03 00:00:00-05:00,67.22879568886418,67.97048453019129,66.88444015539088,67.06986236572266,21444600,0.0,0.0,0.0
1999-12-06 00:00:00-05:00,67.3281299061038,68.23537430436643,66.69901882701657,67.67910766601562,16018400,0.0,0.0,0.0
1999-12-07 00:00:00-05:00,67.89101876633974,68.15590764174489,66.82484104283401,67.67910766601562,23397000,0.0,0.0,0.0
1999-12-08 00:00:00-05:00,67.69896270884954,68.22874036870554,66.69900737587133,66.85794067382812,19563000,0.0,0.0,0.0
1999-12-09 00:00:00-05:00,67.81153730037461,68.18238164498602,65.48051570567422,67.1758041381836,28445400,0.0,0.0,0.0
1999-12-10 00:00:00-05:00,67.73210906982422,67.97050914085607,66.22224195328923,67.73210906982422,20428400,0.0,0.0,0.0
1999-12-13 00:00:00-05:00,67.50031355288147,68.94395804954861,67.20231354210155,68.65258026123047,16209200,0.0,0.0,0.0
1999-12-14 00:00:00-05:00,68.44726615261236,68.84459935396266,66.96388886757123,67.41419982910156,27760200,0.0,0.0,0.0
1999-12-15 00:00:00-05:00,66.64603285837283,68.71216583251953,66.06327740412632,68.71216583251953,31797200,0.0,0.0,0.0
1999-12-16 00:00:00-05:00,69.61278890433215,70.5663887523367,69.29492228833064,70.40745544433594,27219600,0.0,0.0,0.0
1999-12-17 00:00:00-05:00,71.6259374052942,71.94380399141237,70.7186931907486,71.01669311523438,23892400,0.0,0.0,0.0
1999-12-20 00:00:00-05:00,71.54646865889671,72.26166845667169,70.93722438671803,71.94380187988281,15392000,0.0,0.0,0.0
1999-12-21 00:00:00-05:00,72.15572166842735,75.81118774414062,71.74514395702477,75.81118774414062,26003800,0.0,0.0,0.0
1999-12-22 00:00:00-05:00,75.59931146760091,75.70526705480148,74.11593324679305,75.57282257080078,22313600,0.0,0.0,0.0
1999-12-23 00:00:00-05:00,76.17539640227776,76.92370725974601,75.44032998476469,76.47339630126953,17543600,0.0,0.0,0.0
1999-12-27 00:00:00-05:00,76.55284878933472,76.57933766434833,74.5132054132867,76.0230712890625,19281800,0.0,0.0,0.0
1999-12-28 00:00:00-05:00,76.07608051487307,76.71181377822855,75.06950284789355,75.54630279541016,15346400,0.0,0.0,0.0
1999-12-29 00:00:00-05:00,76.28795644399281,78.40706634521484,76.18200094893172,78.40706634521484,16512600,0.0,0.0,0.0
1999-12-30 00:00:00-05:00,79.36070787190089,79.46666342313172,77.55946350097656,77.55946350097656,21887000,0.0,0.0,0.0
1999-12-31 00:00:00-05:00,78.51310836437136,78.9899086175963,77.45355224609375,77.45355224609375,14464400,0.0,0.0,0.0
2000-01-03 00:00:00-05:00,81.53278926557476,81.53278926557476,76.92372320572746,80.31430053710938,36345200,0.0,0.0,0.0
2000-01-04 00:00:00-05:00,77.98330126538154,79.25476813383885,74.53974516330968,74.80463409423828,33786600,0.0,0.0,0.0
2000-01-05 00:00:00-05:00,74.16887394217558,75.97011802362842,71.41403005289477,72.89740753173828,42496600,0.0,0.0,0.0
2000-01-06 00:00:00-05:00,73.6390691988644,74.59266865611589,67.59960596960502,67.89098358154297,37134800,0.0,0.0,0.0
2000-01-07 00:00:00-05:00,70.30149187511867,76.28797912597656,69.93064753214517,76.28797912597656,28138200,0.0,0.0,0.0
2000-01-10 00:00:00-05:00,77.13560040448162,79.6255545384175,76.23497869646226,78.40706634521484,29675600,0.0,0.0,0.0
2000-01-11 00:00:00-05:00,77.7713552605022,78.72495498440483,73.74504531513561,74.59268951416016,32546600,0.0,0.0,0.0
