,entry_date,entry_price,exit_date,exit_price,size,PnL,ReturnPct,duration,Tag
27,2011-04-01 04:00:00,14.73934268951416,2011-04-15 04:00:00,13.2175874710083,13916.668370373172,-21177.76271683081,-10.324444248036,14,sl
28,2011-05-12 04:00:00,13.325928688049316,2011-06-13 04:00:00,12.570780754089355,13803.524376907666,-10423.70291458778,-5.666756528850233,32,sl
29,2011-07-07 04:00:00,13.613593101501465,2011-07-19 04:00:00,15.007081031799316,12746.163138715834,17761.624491407896,10.236003969768728,12,tp
30,2011-09-08 04:00:00,13.323686599731444,2011-10-03 04:00:00,12.34139633178711,14356.589794831829,-14102.338436332251,-7.372511058344269,25,sl
31,2011-10-17 04:00:00,14.505475044250488,2011-12-29 05:00:00,15.999582290649414,12214.723343454958,18250.10666021417,10.300298624078104,73,tp
32,2012-02-13 05:00:00,15.24742317199707,2012-05-31 04:00:00,14.466870307922363,12817.278636959805,-10004.563549722534,-5.119244447207614,107,sl
33,2012-07-02 04:00:00,14.457157135009766,2012-08-03 04:00:00,15.97293186187744,12825.890042543013,19441.159976070456,10.484597439956165,32,tp
34,2012-11-30 05:00:00,17.39356803894043,2013-02-01 05:00:00,19.31705474853516,11778.323300821254,22655.448330439613,11.058609166839489,63,tp
35,2013-04-25 04:00:00,20.151405334472656,2013-05-15 04:00:00,22.811111450195312,11290.652551099884,30029.81764065997,13.198613553630146,20,tp
36,2013-06-18 04:00:00,22.430797576904297,2013-08-27 04:00:00,21.173791885375977,11482.08541428586,-14433.046716371638,-5.603927756998648,70,sl
37,2013-09-11 04:00:00,22.320463180541992,2013-10-18 04:00:00,25.190126419067383,10892.215139340864,31256.989371476193,12.856647352314077,37,tp
38,2013-11-21 05:00:00,25.75449752807617,2014-01-07 05:00:00,28.36439323425293,10653.528613577717,27804.59858420775,10.133747332214863,47,tp
39,2014-02-10 05:00:00,29.21293830871582,2014-03-27 04:00:00,27.75220489501953,10344.07671472495,-15109.938491036472,-5.000296095721643,44,sl
40,2014-05-21 04:00:00,27.354223251342773,2014-07-18 04:00:00,30.11153793334961,10494.574596365315,28936.84461597405,10.080032822249793,58,tp
41,2014-08-21 04:00:00,29.480058670043945,2014-10-10 04:00:00,27.627416610717773,10719.374224785093,-19859.163538493744,-6.2843906793466715,50,sl
42,2014-11-03 05:00:00,28.054372787475582,2014-12-05 05:00:00,26.278364181518555,10556.237338035886,-18747.96835887664,-6.330594590052279,32,sl
43,2014-12-31 05:00:00,26.40675163269043,2015-01-09 05:00:00,24.916872024536133,10504.913781672443,-15651.056828732813,-5.642040448132551,9,sl
44,2015-01-27 05:00:00,25.935503005981445,2015-03-02 05:00:00,28.61419486999512,10092.32758147592,27034.23578146036,10.328281905293661,34,tp
45,2015-04-27 04:00:00,28.17131233215332,2015-05-06 04:00:00,26.62669944763184,10250.989542243482,-15833.810526044239,-5.482928400032459,9,sl
46,2015-05-27 04:00:00,27.58063697814941,2015-07-17 04:00:00,34.814552307128906,9896.436322278461,71589.98241399962,26.22823879923629,51,tp
47,2015-08-14 04:00:00,34.30448532104492,2015-08-21 04:00:00,32.04827880859375,10043.584585854942,-22660.400950960127,-6.577001495099088,7,sl
48,2015-09-17 04:00:00,33.4237060546875,2015-09-28 04:00:00,31.06398582458496,9630.278536991616,-22724.763085261402,-7.060019694529358,11,sl
49,2015-10-12 04:00:00,33.66056442260742,2015-10-29 04:00:00,37.0652961730957,8887.398090062663,30259.206456465257,10.11489797895832,17,tp
50,2015-12-29 05:00:00,39.50910949707031,2016-01-07 05:00:00,36.87370681762695,8337.673174861215,-21973.126225352265,-6.670367196301351,9,sl
51,2016-02-02 05:00:00,38.85971832275391,2016-02-04 05:00:00,36.32781600952149,7911.558021021642,-20031.292054697216,-6.5154932215499155,2,sl
52,2016-03-01 05:00:00,36.93193054199219,2016-04-28 04:00:00,35.08525848388672,7782.144608160651,-14371.069000026406,-5.00020451410135,57,sl
53,2016-05-18 04:00:00,35.91728210449219,2016-06-24 04:00:00,34.096981048583984,7601.871275837789,-13837.694310285766,-5.068036747915671,37,sl
54,2016-07-13 04:00:00,36.30044555664063,2016-08-05 04:00:00,40.15452194213867,7140.431938268566,27519.770115536878,10.617160000100862,23,tp
55,2016-09-15 04:00:00,39.87088394165039,2016-11-14 05:00:00,37.4818000793457,7191.2283500199865,-17180.447601180713,-5.992051407239994,60,sl
56,2016-12-08 05:00:00,39.56932067871094,2017-04-24 04:00:00,43.737396240234375,6811.847631374427,28392.29564115306,10.533604039773023,136,tp
57,2017-07-18 04:00:00,49.11269378662109,2017-08-10 04:00:00,45.95977020263672,6066.302945546958,-19126.58962460884,-6.419773262046692,23,sl
58,2017-09-01 04:00:00,47.373008728027344,2017-11-03 04:00:00,52.24969482421875,5885.332108787217,28700.917266391472,10.294229197450589,63,tp
59,2017-12-18 05:00:00,53.9963493347168,2018-02-08 05:00:00,50.14575958251953,5694.955499993353,-21928.937287493864,-7.131203867742853,52,sl
60,2018-02-27 05:00:00,55.6096305847168,2018-03-22 04:00:00,52.40694808959961,5135.403100740961,-16447.065616113603,-5.759222748725436,22,sl
61,2018-04-18 04:00:00,53.51365280151367,2018-04-30 04:00:00,50.68667221069336,5029.198898418085,-14217.447673202823,-5.282727757915919,12,sl
62,2018-05-11 04:00:00,54.906494140625,2018-07-24 04:00:00,62.608177185058594,4642.681344644234,35756.460192754654,14.026907317572043,74,tp
63,2018-10-01 04:00:00,60.13897705078125,2018-10-09 04:00:00,56.98604965209961,4833.301637202961,-15239.049158030046,-5.242735332892867,8,sl
64,2018-12-04 05:00:00,52.8707275390625,2018-12-21 05:00:00,49.32667541503906,5209.513466175128,-18462.78726492666,-6.703240694777623,17,sl
65,2019-01-08 05:00:00,54.0102767944336,2019-03-12 04:00:00,59.57766342163086,4757.760838633199,26488.294068409283,10.308013507109157,62,tp
66,2019-04-10 04:00:00,60.03547668457031,2019-05-13 04:00:00,56.5590934753418,4721.479524082065,-16413.672140235132,-5.790548191186394,33,sl
67,2019-06-21 04:00:00,56.000762939453125,2019-07-26 04:00:00,61.964752197265625,4768.5529219162745,28439.59840161907,10.649835725025108,35,tp
68,2019-08-29 04:00:00,59.42788314819336,2019-11-15 05:00:00,66.35973358154297,4972.113837695592,34465.94946049378,11.664306494081037,78,tp
69,2019-12-06 05:00:00,66.65084075927734,2020-01-17 05:00:00,73.62400817871094,4950.397412063496,34519.94994704955,10.462234744522675,42,tp
70,2020-02-10 05:00:00,75.07408142089844,2020-02-24 05:00:00,70.65519714355469,4854.779341358348,-21452.70810150165,-5.886031761840061,14,sl
71,2020-04-07 04:00:00,58.846656799316406,2020-04-29 04:00:00,66.78968811035156,5828.969904304152,46299.690460969476,13.497846340061626,22,tp
72,2020-06-25 04:00:00,71.71214294433594,2020-06-26 04:00:00,67.8028335571289,5428.858571627017,-21223.087775880853,-5.451391112717823,1,sl
73,2020-07-06 04:00:00,74.62571716308594,2020-09-01 04:00:00,82.36023712158203,4932.50863281885,38150.58646599168,10.364416252902721,57,tp
74,2020-10-09 04:00:00,75.16314697265625,2020-11-04 05:00:00,86.87715148925781,5404.810694674595,63311.976888794634,15.584771245492188,26,tp
75,2021-01-08 05:00:00,89.46378326416016,2021-02-03 05:00:00,102.45417785644533,5248.543492795844,68180.65100618865,14.520283089223232,26,tp
76,2021-03-17 04:00:00,103.61561584472656,2021-04-23 04:00:00,114.44932556152344,5189.712034371524,56223.83369414846,10.45567275595964,37,tp
77,2021-05-27 04:00:00,117.57189178466795,2021-07-23 04:00:00,132.38209533691406,5051.879604694754,74819.36526696991,12.596721314454044,57,tp
78,2021-10-18 04:00:00,142.0986328125,2022-01-19 05:00:00,134.4735870361328,4706.438015781402,-35886.80531396795,-5.3660233215814825,93,sl
79,2022-02-07 05:00:00,138.53866577148438,2022-02-18 05:00:00,129.7825164794922,4568.339088737013,-40001.059077424834,-6.320364963262465,11,sl
80,2022-03-22 04:00:00,139.20248413085938,2022-04-11 04:00:00,128.2105255126953,4259.195134122493,-46816.89666096018,-7.8963810788253666,20,sl
81,2022-06-08 04:00:00,116.63636779785156,2022-06-10 04:00:00,110.632568359375,4681.847152111147,-28108.871302877997,-5.14745062096074,2,sl
82,2022-07-05 04:00:00,112.72406768798828,2022-07-25 04:00:00,106.99844360351562,4594.9794549445205,-26309.125034887384,-5.079327069992499,20,sl
83,2022-08-05 04:00:00,116.91105651855467,2022-08-26 04:00:00,109.81497955322266,4205.381977633268,-29841.71418190584,-6.069637189709098,21,sl
84,2022-10-17 04:00:00,99.49432373046876,2022-10-26 04:00:00,94.47830963134766,4641.610883635408,-23282.38563494919,-5.04150780773137,9,sl
85,2022-11-18 05:00:00,96.9664077758789,2022-12-15 05:00:00,90.42767333984376,4522.510014663317,-29571.491970192823,-6.743298618577576,27,sl
86,2023-01-13 05:00:00,91.68167877197266,2023-02-02 05:00:00,107.2273406982422,4460.651940059878,69343.78703092923,16.956127041406116,20,tp
87,2023-03-14 04:00:00,93.52287292480467,2023-03-21 04:00:00,104.42076873779295,5114.298035921618,55735.08715204439,11.652652952343038,7,tp
88,2023-05-08 04:00:00,107.2572021484375,2023-05-16 04:00:00,118.94135284423828,4979.049628071058,58175.96617625307,10.89358146749961,8,tp
89,2023-07-17 04:00:00,124.05689239501952,2023-09-14 04:00:00,137.44288635253906,4773.736365696264,63901.20614600151,10.790205766960636,59,tp
90,2023-10-10 04:00:00,137.40306091308594,2023-10-25 04:00:00,125.01232147216795,4775.12000407618,-59167.267769623155,-9.017804522386676,15,sl
91,2023-11-15 05:00:00,133.9794464111328,2024-01-24 05:00:00,147.99244689941406,4455.525478034434,62435.280699246076,10.459067314907836,70,tp
92,2024-03-19 04:00:00,146.3303985595703,2024-04-26 04:00:00,171.13182067871094,4506.132179012454,111758.48629633081,16.948919953255032,38,tp
93,2024-06-14 04:00:00,176.15072631835938,2024-07-25 04:00:00,166.67510986328125,4377.7429712076955,-41481.813334078244,-5.379266184774468,41,sl
94,2024-08-26 04:00:00,165.5591583251953,2024-09-03 04:00:00,156.79098510742188,4407.251148535272,-38643.54148458819,-5.296096758688987,8,sl
95,2024-09-24 04:00:00,161.917724609375,2024-11-07 05:00:00,180.3354034423828,4267.70602700683,78601.23895910355,11.374714459112052,44,tp
96,2024-12-11 05:00:00,195.1752166748047,2024-12-30 05:00:00,191.0200042724609,3943.2183105300783,-16384.909629063663,-2.128965179665753,19,forced_close
